0 NONE Person_or_Vehicle NONE:0.000412502845998 Person_or_Vehicle:0.604162232496 Other:0.0398129311798 Building_or_Public_Space:0.266852437698 Road_or_Driveway:0.0746790061996 Traffic_Signal:0.0140808895799
622 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.928727770804 Other:0.000629931960001 Building_or_Public_Space:0.0684690446376 Road_or_Driveway:0.00217325259805 Traffic_Signal:0.0
623 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.902372094441 Other:0.00104995782049 Building_or_Public_Space:0.0958787979246 Road_or_Driveway:0.000699149814361 Traffic_Signal:0.0
624 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.874900979623 Other:0.00118629439725 Building_or_Public_Space:0.122498061785 Road_or_Driveway:0.00141466419526 Traffic_Signal:0.0
625 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.632864811382 Other:0.0152540946896 Building_or_Public_Space:0.34137795113 Road_or_Driveway:0.0105031427983 Traffic_Signal:0.0
626 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.627127872763 Other:0.00572969128758 Building_or_Public_Space:0.244867087741 Road_or_Driveway:0.122275348209 Traffic_Signal:0.0
627 Traffic_Signal Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.564091680361 Other:0.000939168802749 Building_or_Public_Space:0.401570888783 Road_or_Driveway:0.0333982620527 Traffic_Signal:0.0
628 Traffic_Signal Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.421363811839 Other:0.0195931986136 Building_or_Public_Space:0.438353310669 Road_or_Driveway:0.120689678879 Traffic_Signal:0.0
629 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.583092659347 Other:0.00743620360946 Building_or_Public_Space:0.341102978765 Road_or_Driveway:0.0465614570502 Traffic_Signal:0.0218067012278
630 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.372345293555 Other:0.00512137660921 Building_or_Public_Space:0.310764321192 Road_or_Driveway:0.311769008644 Traffic_Signal:0.0
631 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.664420719928 Other:0.0101202056141 Building_or_Public_Space:0.213950514597 Road_or_Driveway:0.111508559861 Traffic_Signal:0.0
632 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.557401713222 Other:0.0378199376167 Building_or_Public_Space:0.313931520376 Road_or_Driveway:0.0908468287855 Traffic_Signal:0.0
633 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.545431191382 Other:0.089256684435 Building_or_Public_Space:0.287047870326 Road_or_Driveway:0.078264253857 Traffic_Signal:0.0
634 Other Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.34679576994 Other:0.0887893117688 Building_or_Public_Space:0.51903434187 Road_or_Driveway:0.0453805764206 Traffic_Signal:0.0
635 Other Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.134754430778 Other:0.0764137192837 Building_or_Public_Space:0.669798598821 Road_or_Driveway:0.116294564366 Traffic_Signal:0.00273868675105
636 Road_or_Driveway Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.113256178617 Other:0.0562644441112 Building_or_Public_Space:0.620514670695 Road_or_Driveway:0.208747013194 Traffic_Signal:0.00121769338299
637 Road_or_Driveway Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.420193922794 Other:0.00128722863435 Building_or_Public_Space:0.536192701241 Road_or_Driveway:0.0405887677453 Traffic_Signal:0.00173737958518
638 Building_or_Public_Space Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.316997970671 Other:0.000574391359989 Building_or_Public_Space:0.533057581363 Road_or_Driveway:0.147793617431 Traffic_Signal:0.00157643917481
639 Building_or_Public_Space Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.345160391202 Other:0.00122720912145 Building_or_Public_Space:0.635548283295 Road_or_Driveway:0.0171599461834 Traffic_Signal:0.000904170197788
640 Person_or_Vehicle Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.377234826544 Other:0.00232199315369 Building_or_Public_Space:0.418779603484 Road_or_Driveway:0.199507356807 Traffic_Signal:0.00215622001128
641 Road_or_Driveway Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.357648600222 Other:0.00317693716713 Building_or_Public_Space:0.517281685965 Road_or_Driveway:0.115389956769 Traffic_Signal:0.00650281987635
642 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.488564094306 Other:0.0119785470704 Building_or_Public_Space:0.407765110343 Road_or_Driveway:0.0911629105596 Traffic_Signal:0.000529337721376
643 Road_or_Driveway Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.387631888786 Other:0.0410419691955 Building_or_Public_Space:0.428560976594 Road_or_Driveway:0.142765165425 Traffic_Signal:0.0
644 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.72936285708 Other:0.00350205196079 Building_or_Public_Space:0.238380558325 Road_or_Driveway:0.0284522541305 Traffic_Signal:0.00030227850344
645 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.730663544038 Other:0.00891021381144 Building_or_Public_Space:0.244119116844 Road_or_Driveway:0.0163071253061 Traffic_Signal:0.0
646 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.765010841027 Other:0.00636172676671 Building_or_Public_Space:0.203089761353 Road_or_Driveway:0.0255376708532 Traffic_Signal:0.0
647 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.65980560125 Other:0.0023450577502 Building_or_Public_Space:0.334243275245 Road_or_Driveway:0.00360606575535 Traffic_Signal:0.0
648 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.939807662555 Other:0.00200915449582 Building_or_Public_Space:0.0575532144456 Road_or_Driveway:0.000629968503662 Traffic_Signal:0.0
649 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.861467959042 Other:0.00271262036532 Building_or_Public_Space:0.11548711353 Road_or_Driveway:0.0203323070632 Traffic_Signal:0.0
650 Building_or_Public_Space Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.38583536998 Other:0.00411119820682 Building_or_Public_Space:0.578466653612 Road_or_Driveway:0.0315867782017 Traffic_Signal:0.0
651 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.551617338724 Other:0.00347320119922 Building_or_Public_Space:0.216132273135 Road_or_Driveway:0.222921479188 Traffic_Signal:0.00585570775406
652 Traffic_Signal Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.67291829267 Other:0.017142599904 Building_or_Public_Space:0.297165996668 Road_or_Driveway:0.0127731107576 Traffic_Signal:0.0
653 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.835855354971 Other:0.00263944284271 Building_or_Public_Space:0.148079729877 Road_or_Driveway:0.0134254723085 Traffic_Signal:0.0
654 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.69516320495 Other:0.00965947959948 Building_or_Public_Space:0.199758500186 Road_or_Driveway:0.0954188152641 Traffic_Signal:0.0
655 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.601643421379 Other:0.0191546175808 Building_or_Public_Space:0.3438739508 Road_or_Driveway:0.0353280102405 Traffic_Signal:0.0
656 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.869599606446 Other:0.00794856325944 Building_or_Public_Space:0.119150366404 Road_or_Driveway:0.00330146388973 Traffic_Signal:0.0
657 Building_or_Public_Space Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.328793729782 Other:0.0143563256592 Building_or_Public_Space:0.649031281284 Road_or_Driveway:0.0078186632755 Traffic_Signal:0.0
658 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.548057420619 Other:0.0059042353392 Building_or_Public_Space:0.41560182064 Road_or_Driveway:0.0300512974014 Traffic_Signal:0.000385226001103
659 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.963911811405 Other:0.00605088310275 Building_or_Public_Space:0.0262460509736 Road_or_Driveway:0.00379125451918 Traffic_Signal:0.0
660 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.986982211267 Other:0.00587468998195 Building_or_Public_Space:0.00583763400694 Road_or_Driveway:0.00130546474446 Traffic_Signal:0.0
661 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.808087257138 Other:0.0122776329072 Building_or_Public_Space:0.151821494729 Road_or_Driveway:0.0278136152256 Traffic_Signal:0.0
662 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.787002063948 Other:0.00170766723843 Building_or_Public_Space:0.209924644918 Road_or_Driveway:0.00136562389551 Traffic_Signal:0.0
663 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.813291560625 Other:0.00570742645498 Building_or_Public_Space:0.151499705244 Road_or_Driveway:0.0295013076759 Traffic_Signal:0.0
664 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.927484545377 Other:0.00135978119197 Building_or_Public_Space:0.049574107532 Road_or_Driveway:0.0215815658987 Traffic_Signal:0.0
665 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.985654126725 Other:0.00162305307778 Building_or_Public_Space:0.0114180727056 Road_or_Driveway:0.00130474749204 Traffic_Signal:0.0
666 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.974256657983 Other:0.0014050025836 Building_or_Public_Space:0.0193360398269 Road_or_Driveway:0.0050022996067 Traffic_Signal:0.0
667 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.923161179923 Other:0.00484340948789 Building_or_Public_Space:0.0646921390988 Road_or_Driveway:0.00730327149029 Traffic_Signal:0.0
668 Building_or_Public_Space Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.198248190113 Other:0.0271684705879 Building_or_Public_Space:0.743231615397 Road_or_Driveway:0.0313517239021 Traffic_Signal:0.0
669 Person_or_Vehicle Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.38740222245 Other:0.00310202969425 Building_or_Public_Space:0.469162643365 Road_or_Driveway:0.137819383591 Traffic_Signal:0.00251372090003
670 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.818064347587 Other:0.0019149845077 Building_or_Public_Space:0.124982800996 Road_or_Driveway:0.0542986832649 Traffic_Signal:0.000739183644514
671 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.884406555717 Other:0.00279276843332 Building_or_Public_Space:0.108870431743 Road_or_Driveway:0.00393024410666 Traffic_Signal:0.0
672 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.918556066857 Other:0.00465520135736 Building_or_Public_Space:0.071221453632 Road_or_Driveway:0.00556727815392 Traffic_Signal:0.0
673 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.964543342705 Other:0.00252651434047 Building_or_Public_Space:0.0301495748716 Road_or_Driveway:0.00278056808264 Traffic_Signal:0.0
674 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.799854702394 Other:0.00237895301612 Building_or_Public_Space:0.189065179457 Road_or_Driveway:0.00870116513251 Traffic_Signal:0.0
675 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.49476528368 Other:0.00964977450214 Building_or_Public_Space:0.462020809752 Road_or_Driveway:0.0335641320652 Traffic_Signal:0.0
676 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.940209614639 Other:0.00113079733419 Building_or_Public_Space:0.0526366449638 Road_or_Driveway:0.00602294306274 Traffic_Signal:0.0
677 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.904075280858 Other:0.00247020029483 Building_or_Public_Space:0.0633554421604 Road_or_Driveway:0.0300990766867 Traffic_Signal:0.0
678 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.973660732165 Other:0.00089205511978 Building_or_Public_Space:0.021495851471 Road_or_Driveway:0.00395136124448 Traffic_Signal:0.0
679 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.8433241277 Other:0.00719768084649 Building_or_Public_Space:0.147138930429 Road_or_Driveway:0.00233926102456 Traffic_Signal:0.0
680 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.64578077645 Other:0.00860091288473 Building_or_Public_Space:0.237803636223 Road_or_Driveway:0.107814674442 Traffic_Signal:0.0
681 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.539295505878 Other:0.00466355455701 Building_or_Public_Space:0.311998625808 Road_or_Driveway:0.144042313757 Traffic_Signal:0.0
682 Traffic_Signal Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.290149362645 Other:0.0190189139381 Building_or_Public_Space:0.649510107955 Road_or_Driveway:0.0413216154614 Traffic_Signal:0.0
683 Person_or_Vehicle Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.0574947556804 Other:0.00177365665524 Building_or_Public_Space:0.922140747006 Road_or_Driveway:0.0181103329414 Traffic_Signal:0.000480507717201
684 Building_or_Public_Space Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.0329466358499 Other:0.00744255743886 Building_or_Public_Space:0.945963056761 Road_or_Driveway:0.0134167501583 Traffic_Signal:0.000230999791689
685 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.667090320502 Other:0.00855600182245 Building_or_Public_Space:0.283143089543 Road_or_Driveway:0.040915348606 Traffic_Signal:0.000295239526747
686 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.529935426931 Other:0.00290916187137 Building_or_Public_Space:0.22843022156 Road_or_Driveway:0.238725189637 Traffic_Signal:0.0
687 Traffic_Signal Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.408171979221 Other:0.0168450560069 Building_or_Public_Space:0.176975412276 Road_or_Driveway:0.398007552496 Traffic_Signal:0.0
688 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.738438945227 Other:0.00226986807696 Building_or_Public_Space:0.224547617705 Road_or_Driveway:0.0347435689906 Traffic_Signal:0.0
689 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.701738514484 Other:0.00470164637138 Building_or_Public_Space:0.272470155809 Road_or_Driveway:0.0210896833357 Traffic_Signal:0.0
690 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.646635536328 Other:0.00526055795879 Building_or_Public_Space:0.301932871956 Road_or_Driveway:0.0461710337578 Traffic_Signal:0.0
691 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.71635763152 Other:0.00720606920094 Building_or_Public_Space:0.259040270028 Road_or_Driveway:0.017396029251 Traffic_Signal:0.0
692 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.749833725964 Other:0.00476623997533 Building_or_Public_Space:0.118022692148 Road_or_Driveway:0.127377341913 Traffic_Signal:0.0
693 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.647249772175 Other:0.00938296682105 Building_or_Public_Space:0.314737875801 Road_or_Driveway:0.0286293852031 Traffic_Signal:0.0
694 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.931555998811 Other:0.00154917372572 Building_or_Public_Space:0.0484961358114 Road_or_Driveway:0.0183986916516 Traffic_Signal:0.0
695 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.905712803268 Other:0.00360955872004 Building_or_Public_Space:0.0693371163485 Road_or_Driveway:0.021340521663 Traffic_Signal:0.0
696 Traffic_Signal Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.751838746277 Other:0.0165452443153 Building_or_Public_Space:0.136805192021 Road_or_Driveway:0.0948108173867 Traffic_Signal:0.0
697 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.897048027049 Other:0.00552062431868 Building_or_Public_Space:0.0856148528664 Road_or_Driveway:0.0118164957664 Traffic_Signal:0.0
698 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.747419995956 Other:0.002576322658 Building_or_Public_Space:0.199703088869 Road_or_Driveway:0.0503005925165 Traffic_Signal:0.0
699 Traffic_Signal Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.588237823679 Other:0.0110225601115 Building_or_Public_Space:0.261116965204 Road_or_Driveway:0.139622651005 Traffic_Signal:0.0
700 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.703565094643 Other:0.005910029175 Building_or_Public_Space:0.220675247132 Road_or_Driveway:0.0698496290495 Traffic_Signal:0.0
701 Traffic_Signal Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.643469514662 Other:0.0402523703385 Building_or_Public_Space:0.229593882787 Road_or_Driveway:0.0866842322127 Traffic_Signal:0.0
702 Traffic_Signal Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.801378692876 Other:0.00436746901627 Building_or_Public_Space:0.158323210431 Road_or_Driveway:0.0359306276769 Traffic_Signal:0.0
703 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.939029711838 Other:0.000841678952802 Building_or_Public_Space:0.0577414483183 Road_or_Driveway:0.00238716089079 Traffic_Signal:0.0
704 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.978230588764 Other:0.00105024698545 Building_or_Public_Space:0.017153299306 Road_or_Driveway:0.00356586494409 Traffic_Signal:0.0
705 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.712070863981 Other:0.00358822069242 Building_or_Public_Space:0.269967400985 Road_or_Driveway:0.0143735143416 Traffic_Signal:0.0
706 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.750818575625 Other:0.00315542804059 Building_or_Public_Space:0.235859436497 Road_or_Driveway:0.0101665598368 Traffic_Signal:0.0
707 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.959108765101 Other:0.001876607709 Building_or_Public_Space:0.0325528710447 Road_or_Driveway:0.00646175614483 Traffic_Signal:0.0
708 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.713651500533 Other:0.00551415665039 Building_or_Public_Space:0.201386741289 Road_or_Driveway:0.079447601528 Traffic_Signal:0.0
709 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.693795835563 Other:0.00329142264964 Building_or_Public_Space:0.184034710033 Road_or_Driveway:0.118878031754 Traffic_Signal:0.0
710 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.88376120813 Other:0.00284208476506 Building_or_Public_Space:0.0892357241079 Road_or_Driveway:0.0241609829974 Traffic_Signal:0.0
711 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.916021352751 Other:0.0309198894204 Building_or_Public_Space:0.0473235331846 Road_or_Driveway:0.00573522464354 Traffic_Signal:0.0
712 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.893536415818 Other:0.0103067934935 Building_or_Public_Space:0.0898747628702 Road_or_Driveway:0.00628202781811 Traffic_Signal:0.0
713 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.894122795522 Other:0.0217151799615 Building_or_Public_Space:0.0763207710008 Road_or_Driveway:0.00784125351571 Traffic_Signal:0.0
714 Other Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.740115329073 Other:0.00320501138466 Building_or_Public_Space:0.245980719824 Road_or_Driveway:0.010698939719 Traffic_Signal:0.0
715 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.732407980376 Other:0.00724846578514 Building_or_Public_Space:0.156940509503 Road_or_Driveway:0.103403044335 Traffic_Signal:0.0
716 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.988574866767 Other:0.000253164026713 Building_or_Public_Space:0.00483867386653 Road_or_Driveway:0.00633329534021 Traffic_Signal:0.0
717 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.708100822752 Other:0.00551991965729 Building_or_Public_Space:0.149252953955 Road_or_Driveway:0.137126303636 Traffic_Signal:0.0
